1,2,3,4,5,6,7,8,9,10,class
ZZXZXZ,ZQQZYQ,YYQQQY,YZXQZZ,XQQQZX,ZZZXXQ,XQZQXQ,QQXQYY,QZZQZX,QZXQQQ,C
XQZXQX,XYZXQX,ZXYXXX,XQZXXZ,XXXXYQ,YXQXYY,ZYXQXY,YZYXXY,YQYYXQ,QZYQYX,B
QQQYZQ,QQZXQY,ZZYZQQ,QQQZQQ,QQZZYQ,QQXZXZ,YZYZZZ,XZZYQY,QQYXQX,YZQQZX,B
XZQQZQ,QZQZQZ,YZQZQQ,YZYZZZ,QZQYZY,QXQYQX,QQZQZQ,QZZYQQ,ZQZQYY,QQQQZQ,A
ZQZZXZ,YQQYYZ,ZXZQXZ,XZZZZY,ZZXYYQ,QQZXQZ,ZXXXZY,YXQYZQ,XXXYXX,QZQZZY,B
YYQZXX,ZQQQXQ,QYZZZQ,QXZYYZ,XXZYYQ,QXQYQZ,QQZQQQ,ZZQQQY,QZQYXZ,XQQQXZ,A
XQYYXY,QYYXZX,XYYZXZ,ZXYQYQ,ZYYZXZ,XQXQQQ,QXQQQQ,YQQYQZ,YQYXZZ,YYQXXX,C
YXZZXX,XQZYXX,QYZZXQ,QQZYZY,QYXYXQ,QXQYQZ,QZYQQY,QQXQQY,QQYQQQ,QYZYQQ,A
QXZXQZ,ZZXZZQ,YXYZZZ,QZZXXQ,XZZXZZ,XZYYXQ,ZXYXZX,YZZXQY,QXQZZY,YQXQQY,C
QYQZXQ,ZYQZYQ,XZQZQZ,YXZZQZ,YXZQYZ,YQZZXZ,XZXQZZ,ZYQZXZ,YQZZYQ,ZXZZYQ,C
ZZYQYQ,ZZZYYQ,XQZZZZ,ZXQXZX,ZXQZYQ,ZXZZYX,QQZYQZ,ZZQXZX,QZXZZX,ZZXQQQ,B
XXXXXX,QYQYXQ,QYQXXX,XQZXZX,XQXXQZ,ZZYQQZ,XQQYQX,QZYYXQ,QXQZYX,ZXXQQZ,C
YYYZZZ,QZZXZZ,ZYQQXX,XYYQZQ,YXXZXZ,YXQZZX,ZYQZZX,ZZZYQX,YQZXQQ,QYXXYQ,C
XZXZZX,ZXQQYX,ZQZYQX,ZYXZZY,QYQYXQ,QXYYQY,ZZZXZZ,XZZXZX,QZYQQZ,ZXQQQZ,A
QQYXQZ,XZYQQZ,ZYXQZZ,ZZQQZX,QXXQQY,YZZXZZ,XQXXXX,QYZYZX,XQYXZZ,ZYYXQY,C
XYYZZY,YQXYYZ,QYZXZX,XYYXZZ,XXYZYQ,YXQQQY,YYQQQZ,XZZXXZ,YYQXYX,QZZXQQ,B
YZZZXY,ZZZXQY,XXQXYQ,QQXZXZ,YXXXXZ,XZYZZQ,YXYXXY,QXZZXY,ZYZZYY,XXQYYQ,C
YZXZYX,ZQYYZX,ZXQZXQ,YXYQZZ,YYXQYQ,QXYYXX,XXZXXX,YXQYXX,ZZXYZY,QXZXQX,A
QYYQXQ,QXZZXQ,ZXQYYQ,YYQQXQ,YQZXZQ,QQXXXZ,XZZQQZ,QXZYXX,YQQZXZ,ZXQQYZ,C
YZYQYQ,QYQQZY,ZZZZXQ,YYQZXZ,XZZYYQ,QXQYQY,XZYZZZ,XQYZQY,ZZXXQX,XQZYZZ,A
QQQYXQ,QQZXQZ,YZZQXQ,YQZQZZ,QYQQYZ,YYQQZQ,QZQQZZ,QYQZQZ,XZXYYQ,YXQYXZ,C
QZQXZZ,QYZXQZ,QQQQZY,QXQYYQ,ZYZXQZ,ZXQZYQ,YZZQXX,XQQYYZ,YYQZZY,YZYQXQ,C
QZQXZZ,ZQZXZY,ZZZZQZ,ZZQXZZ,ZZZQYQ,XQZZXZ,ZZZXQZ,QQZZZZ,QQQQQZ,YYYQQZ,B
QXZYQZ,XXZYXQ,YYXQZX,QXQZXZ,XQZQXY,ZQZYZY,ZYZXXQ,QQZYQZ,XQYYQZ,ZZXQZZ,C
ZZXQQZ,YYQZQZ,XQYQZQ,QYQYXZ,XXQZYQ,QZYQXQ,QZZXXQ,XZQXZQ,YYQXZX,QQZZXX,B
ZQYZXX,ZZZZYZ,ZZZYQQ,ZQXQQX,YXXZYQ,QXQZYZ,QZYZYQ,QZZQZZ,ZXZQXQ,QZZZZQ,A
YZZYZX,ZXQZXX,ZQQQZX,ZXQQQY,QZZZYQ,QXQYQX,YQQYQZ,QQYZYZ,XXZXQZ,XXQZZZ,A
ZZYXQZ,XQXQZY,YZYXYQ,XQYYYZ,ZZZZXZ,XZXYZY,YYYYYX,YZYYYY,QXXYQZ,XQQQZY,C
ZZYYZX,YQXXXX,QYXXXX,YZYXQZ,XZYXYQ,QZXQYY,QQQYZX,XQZZXX,QXZXZY,QYXQYQ,C
XXZXXX,ZYYXXZ,ZYXZXZ,XXYQXX,XXZZYX,QXYYQX,YXXZYQ,XXXYZY,XXXYXQ,XXQZYQ,A
XYQZXZ,YYXQZZ,YYZYZX,XXXXXX,XXZXXX,XXZXXX,QZYXXX,YYZYXX,QXZXXQ,QYQZXQ,C
YYZYXX,ZZYYXQ,ZYXXQZ,XYYYYX,YXXYXX,QXQQYY,YXQYYX,YXXXXQ,XYYZXY,XXYZYZ,C
YQZZXZ,ZZYQYQ,QYYQYX,YZZYYQ,ZXZYYQ,QXYQQZ,YXXZXY,QZXXXX,XZYQQZ,ZZXQYQ,A
ZXZZZX,XZXXQZ,ZZXZZQ,QXXXZX,ZZZZYQ,QZXZZZ,QQYZQX,ZZZXQZ,XZZXQQ,ZXXXXQ,B
QQYQQQ,QQXZZX,QZYQQQ,ZQQQQQ,QZXQQQ,YYQQXQ,QQQYQY,QQZXQZ,ZQYQYQ,ZZYZZZ,C
YZZYYY,QZXXXX,ZYXQQY,XXYQQY,YYYYYX,ZYXXXX,QXZXZX,YXQXZY,YYZYXZ,XXQQYQ,C
YXQYXQ,XXXQZZ,XZZQZZ,ZXQZZX,QZXZXQ,ZXQQXZ,XXZYXZ,ZXZYXY,XXZZXQ,QYQXZX,C
ZXQZXQ,ZYYZZX,ZZYYQZ,ZZQQYZ,XQYQQZ,ZYYQYY,ZYQZXZ,XXQQQQ,YZYXXQ,QXYYZY,C
XXZXZZ,YXXXZX,XXZXXQ,QQQXZX,ZXQZYQ,QXYZQY,QZQYYY,ZYXXQY,YYYQYX,YXZZYX,B
ZZZYQQ,YZXZYZ,YZYXXX,ZXQZXZ,ZXXZYQ,QQXXQQ,QQQXQZ,ZZYZQQ,XQYZYQ,ZZYZZY,B
QYQXQY,YYYXYY,XYXXZY,QYZYYX,XXXXQZ,YQXXYZ,XQYYQY,YXXXZY,QZZXQX,XXYZYY,C
QZYZZZ,XZYYYZ,ZXQZXQ,ZXZYZZ,XZYXXQ,QXYYYZ,YXZZYZ,ZXQYZZ,XZZZYQ,YZYXQX,A
YYZXYY,YXZYYQ,YYQYYY,XZXZXQ,XZYYXQ,QYYQYY,YXXYYQ,XXXQXY,YXXXXY,YYYYXZ,C
ZXZZQY,QZYQZY,YXXZZZ,ZYXXZZ,XZXZZZ,ZXYXXQ,ZXQQZX,ZXQZYQ,QQZXZX,QYXZYY,C
ZYQYXQ,QQZXZY,ZQQZZY,XZZZXZ,ZXQZYQ,QYQZYQ,ZQYZXQ,QYZZZY,QYQZZY,XQXQQZ,B
YZXXQX,QYXXQY,ZXXXYY,YZXXQX,XQQZYQ,QZXQQX,QZYQYZ,YXZXZZ,YXQYXX,QQQZYQ,B
QQQZXQ,ZQXXQZ,XQQXZY,ZYXXZZ,XQQZYQ,QXYXQQ,QQZQQQ,QZXXQZ,XZQQXX,XXZZZZ,A
YQYXXX,QQQYQY,YQYYYY,XXXZYY,YQZZXX,QXYYQX,XYYYYX,YXXQYX,QYYXZY,YYXXXY,A
QQQQZY,QQYZXZ,ZYZZZQ,YXZYXX,ZZZZYQ,YXXZYQ,ZYQZQY,ZXQZYQ,QYQQYQ,ZXYQYZ,B
YQYQYY,YQXXQQ,XQQZQY,QQZZXX,QQQZYQ,QXXQQX,YXZQQQ,QXXYXY,QQQZYQ,QZXXYY,A
ZXQZZY,ZYXQYZ,YZZZZZ,XZYYXQ,XXZZYQ,QXZXZX,QQYZYZ,XYXQQQ,ZYZYZQ,YZXZZX,B
XXZXQQ,XXQZZZ,XQYZXQ,ZZXQXX,XXQXYQ,QZZYQZ,ZXXXZQ,YZZZZY,ZZXXZZ,XZYXZQ,B
YQZXQQ,QQQQYZ,XXQQQQ,YQZQXQ,XQZXQQ,QXQYQY,QQZZYQ,YYYZYQ,QYQQZX,ZYQYYQ,A
QQQZXZ,ZXZXZZ,XQZXXZ,XQZZZX,ZZQZYQ,ZXQYQZ,QZQYQY,XZQXQZ,QZQYZY,XZYYQQ,B
XXZYYQ,YZZYXX,QYQQYZ,ZXQYQQ,YYZYYQ,QXQQQX,QYYXQQ,QZYQZY,QYYQQZ,YZZYXX,A
YXQYQY,YQYYZX,QQQQQZ,XQXZXX,XZXYXQ,QXYQQZ,YXQZXX,YQZYQZ,ZZZYYY,ZXZYXQ,A
QYQQYQ,ZXYZQZ,ZYZZXQ,XQQQYZ,ZXQZXQ,XXYQYQ,ZXQYZZ,ZXQQYQ,YYQQQX,QYZZYQ,C
YZZYYQ,QZXQXZ,YZZYZY,XXZYZZ,YXZYZX,QXQZQX,ZZZYYQ,YYZQZY,QZZZXQ,QQXZZZ,C
ZZQQYQ,XQQQQY,QYXZYQ,YXQQQQ,ZXZXQX,QXYXZY,XQZYYY,QQYZXX,XQZYXX,ZXQXXZ,C
ZZZYXZ,QYQYQQ,QXZYYY,ZXQZXQ,ZXQZYQ,QXQYQQ,YZZQZQ,ZQQXQZ,YYQYQQ,ZQQQZQ,A
ZQZQQQ,QYQZZZ,ZQZXXZ,YXZYZZ,QXQQQZ,XYZQXQ,QYZQYZ,YZQZXQ,XXZQXQ,YQQXXZ,C
QZZZYQ,ZXYYXX,XXXQYY,YYZYQQ,QXZXXX,ZXYXQX,XQZZZY,QQZXQQ,XZXZYY,YZXZZX,C
YYQZXQ,ZYXQXQ,QYXZZX,QYQYYZ,XXZYQQ,QXYYQX,ZXYQQY,QYXQXX,ZXXZXX,XQXZZX,A
XYYYXY,YXXXXY,YQYYYQ,ZXQQXX,ZYZYYQ,QXQZZY,ZYXXXQ,YXQYYY,QZYYYY,XYZYQX,C
YXZXXX,XXQZXX,ZXZXQY,YZZYYZ,QYQZYQ,QQZYQY,YZZXZX,QYYQYZ,QZZYZX,ZZXZZY,B
YYQZXQ,YXQQZZ,ZXQZYQ,ZXQZXQ,ZXQXQQ,ZYZYQX,QZYZXZ,XQQYZY,QXQZYQ,QYYQZZ,C
XZXQQQ,YQYQQZ,ZYZYXQ,YQXXZX,QQZZXQ,QXYXQX,QQQQQQ,ZZQQQQ,QZZXQZ,ZQXQYY,A
ZQZYZY,ZQQQQQ,QZYZYQ,ZQZZXZ,ZZXZQZ,QYQZZQ,QXQZQY,YYQQQQ,ZZQZZX,QZQQXQ,C
ZQYQYY,YXXYXY,QQXQYX,QYYZXY,QXZZYQ,QXQYQX,XQXZYY,YXXXYX,YQZXYX,XXXZYY,A
YXXXXQ,YQYYYY,YXYZYX,QXQYQX,ZYXXXX,XXZXQX,XXZXZX,XXXZXZ,XXYYZQ,YXXYXZ,C
YQZZZZ,YZQQQZ,QZZYZQ,QYYZZZ,QZXZQY,XZXZQZ,ZQZZYY,ZXQQXY,QYZYXQ,QYQYZZ,C
ZYZXXX,XYXYXZ,ZZZXXX,ZXZXXZ,XXYZYQ,QXZXYY,YYQYXZ,XZZXXY,YYYZZY,QYQQQQ,B
XQXXZZ,XQZZXX,YYZXQY,XQYZYX,XQXZXX,QXQYYY,QXZZXX,ZXZZXQ,QZXZYX,ZZXQQZ,C
QYXZXY,ZXYXQX,QYXQXZ,YQQQZZ,XQZQXQ,QXYYQX,YYQZZY,XQZYXQ,XXQYXQ,QXQZXQ,A
QYXQXX,YYZZYX,XZXZZX,XZXZZZ,ZYYZYQ,XXZZZZ,YQQQYZ,ZXZXZX,ZXYYXZ,YQZZZX,B
ZZZZXX,YZZXQY,ZYZYZX,ZXZZZZ,ZXQZYQ,YQQXZZ,YQQQQY,ZZZYYZ,YQZZZZ,YQZYYQ,B
YZZXZY,YYXXQY,YZQYXX,YYYYYX,XZYYYQ,ZYXYQZ,ZZXQYY,YQYQYY,YQQYZY,YQQYZZ,C
YYXXQX,ZXQXQQ,XXXYYQ,YYZYZZ,XXXYYQ,ZYQXXX,XZZQZZ,ZXQQQX,QQQZZY,QQXQXX,C
XQQZZX,XQYZZZ,XQZYQZ,ZZZQZQ,QYQYQQ,QXYQQX,ZZQZQX,QQYQYQ,QQYZQQ,QQYQZZ,A
QYQXQX,ZYXQYX,XXXZYX,QQYQQY,YQXXYY,XYXXZY,XZZXZX,YYQXYX,YZXZYQ,YZXYQQ,C
XZXQZQ,YQQYYY,QQQYYQ,QYQZYY,QZZQXQ,QXYQQX,ZQQQXX,XZXQXY,ZZXXQQ,QQXZXQ,A
ZZZYZY,YZYQXQ,XXXXXQ,ZZXQQZ,ZZQXYQ,XZXXQY,ZZZZYY,YQYYYZ,XXZYQX,QXQXQQ,B
XXXZQX,QZXXXZ,XXQZXX,XZZZQX,XXXZXX,QZXXXZ,XXXZXX,XZXXXZ,QXXXZX,XXZYXQ,C
QQYZYQ,ZXZYZZ,XYQZXQ,ZYYXQQ,ZXYZYQ,QXYYQZ,QZZZZX,YYYYXZ,ZZXXXQ,QZYZYY,A
ZXZYQX,ZXZZZX,XZXZZX,ZXZXYZ,ZXYZYQ,QQQQYX,XZZQQY,QQZZZZ,ZXQZXQ,XQXYYZ,B
XYXQXZ,XZZYQY,XQYXXQ,YQZYYY,XQQQZX,ZZZYQZ,XZYYQQ,QXZZZQ,QQXXXQ,YQXZZY,C
ZXQYZZ,XZXZYY,XZXZZX,XXZZXZ,ZZZYYQ,QZXQZX,QZXZZX,QZXQZZ,ZXQXQQ,QZXQXQ,B
XZZZXZ,XQXXQZ,ZZXZXQ,QXXXZX,ZZZZYQ,QZXZZZ,QQYZQX,ZZZXQZ,XZZXQQ,ZXXXXQ,B
XZZQZX,QYZQZX,QZXXXQ,QZXQXZ,XZZZYQ,YXQXQQ,XQQXQZ,XQYYZX,ZZYYQY,QQYZZY,B
YQQQZZ,YZQXQZ,ZYQQZZ,ZQQQQZ,XQQZQQ,ZXYZXZ,YQZYQZ,ZZXZZX,ZYZZZQ,XZXQQQ,C
YQQQQQ,YQZZXQ,QZQYQY,QQQQZZ,ZXZZYQ,QXQYQZ,YQQQXQ,QQQZYQ,QXQQQZ,YQXQQY,A
QZZZYQ,YYQYXY,YZXZYY,YZZZYY,ZZYQQY,YXQXXZ,QXQZYQ,QYYYYQ,QYQQZX,QXQYZX,C
YQQZYZ,ZXZXZZ,QQQZYZ,ZZZZYY,XZQZYX,ZXXZXX,ZYQZQY,ZYXZZY,ZXXXQQ,QYYZYX,C
QYZQYX,YYQQYQ,YZZXQZ,XXXQZZ,QYQQYQ,QXYZXY,ZYQXXZ,XZXXZY,XXXXYY,XYXQXZ,A
ZXYQYQ,QYYQQZ,YXZZYY,YZQZXQ,YXQXQQ,QXQYQQ,QXQQZY,ZZYQQQ,YXZZZZ,YYXZZX,A
YZXQXZ,YYYZXQ,XXZXXQ,XZYYXZ,XZYZYQ,QZXZZX,QQXXQX,ZXYZZZ,YXQQYZ,ZZYQYQ,B
XQQZZX,ZZXZXZ,XXZZXX,QQYZZY,ZYZZYQ,QXQXQZ,YQZXQQ,ZXQQZX,QQZXQQ,ZYQZQQ,A
YQXZXX,QZXQXZ,ZXQQZY,ZXQZXZ,XYYQQQ,ZXXXYX,YZXXYX,XXQZXZ,YZXXYQ,XZZXZY,C
QQZXQY,QQZYQQ,YQYZXZ,YZXXQY,YZZXQQ,QYQQZQ,QYQQXX,QZYYXQ,YQZXQY,QYXZQZ,C
YYQQQY,XYZXXX,QYXYYX,XYYQQZ,ZYQYQQ,ZZZYXX,YQXXQY,QYYYQX,ZYZYQY,XYXYXX,C
QZYYYZ,XZXZXQ,QZXXZX,ZXZXZX,XXQZYQ,YXQYZQ,QZXQZZ,ZQYYQZ,ZZZZZQ,YQYXXQ,B
YQYQQZ,YQYQZX,QZZZZX,QYQXQY,QZZYXQ,ZYQYQQ,YXZXZZ,XZZZXZ,YXZZYX,ZXZXZX,C
ZQZXZY,QZZZQZ,XZZXXX,ZYZZZX,ZXQZYQ,QYQYQZ,ZXZQXQ,QZYQQZ,ZYQXQQ,YQQQYZ,B
ZQYZQZ,YQYZZZ,ZYXZZZ,YZXQQQ,QYZXQQ,QZZYQY,ZYQZZX,QXQYQQ,ZYQXZY,QZXQQX,C
YXZQXX,QZXQQZ,YXQQXX,ZXYZXX,QXYQZX,QXQQXZ,YZXQQY,QZXQXQ,QXZYQZ,XQZXQX,C
ZZXXZZ,XZZXQZ,XQZZZY,QQQZYQ,YXQZYQ,QXQYQX,QYZZQX,ZXZZYZ,ZZXZQQ,QQQZZZ,A
ZXQYQY,XXZZYQ,ZYXZZX,QZYYZZ,XZZYQX,XZXQYY,YXYXXX,XZYQXX,QXYQZX,YYQQQZ,C
ZQYYXQ,QXYXZX,QQQZYQ,YYYQYX,ZQYXYX,YZZXYX,YYZQYZ,YZXQXQ,YXYXXX,QZXXQZ,C
QQYZQY,YQXXQQ,XQQXQY,QQZZZX,QQQZYQ,QXXQQX,YXZYYQ,QXXYZY,YQQZYQ,QXXXYY,A
ZZZXZQ,XQZQZX,ZZYZQY,ZZYYQY,ZZYQZQ,QXQYQZ,ZYZQQQ,ZYQQZX,QQQQXZ,QXQQQQ,A
XXQZZZ,YYYYZY,XZXQQZ,YYYQXX,QYYXXQ,ZXXZZY,YYYQXX,ZYZYXX,XYXZYQ,YYQQYZ,C
QQZYQQ,YQZZZZ,YQQQQY,QQYQQY,ZYXZZY,YQQZZZ,YYZYYY,QQZYQY,ZYZYQY,QYYYXQ,C
QYQZXQ,QXQYQQ,YZYQZZ,XQZZYQ,YQXZXQ,QXYYQY,YYQQQY,ZXZYQQ,QXQZQQ,QQYZYQ,A
QQXZYQ,ZYZQXZ,ZZZZZX,XZZZXZ,ZZQZYQ,QQYQZQ,QYZYXQ,QYZXYZ,QYZXZQ,XYZZYQ,B
ZXZZYX,QQXXYZ,XQQQXY,ZZZZZX,ZZZZYQ,ZQZXQY,QXYZZZ,YQYZZX,ZZQYYY,QZYZYY,B
ZZXXXY,ZXZYQX,XXYZYY,XZXYQQ,ZYQXYQ,YYXQXY,YXZYZX,QZXXXY,YYZXXQ,YXYZXQ,C
ZXZXYZ,QXQQQZ,YZZYXQ,XXQQYX,QQQQQZ,QYZZXQ,XZZZQY,XXXQZY,ZXQZXZ,YXQYZZ,C
ZZQZZZ,QXZQZX,YZXYZZ,QYXXQQ,YXQQXX,XYQXQY,QQZZZX,ZQQYXZ,QQZZZZ,QZZQQQ,C
YQQYYY,QZXXQY,ZZZXQQ,XQQQXZ,XZQQXQ,YZXXZX,YXZYZQ,YXQXZZ,XYQXXX,ZXZZQZ,C
QZZXQZ,ZXZXQZ,ZQQQYY,ZYZZZX,QYZXXZ,ZZXQZZ,XQZZZY,ZXZZXQ,QXXYXZ,XYYQQZ,C
QYYXQY,XQYXQZ,YQXZZQ,QZZQQY,YYQQQQ,QXYYQZ,XXQXQZ,XZXYZX,ZYXZXY,YYZXXQ,A
XQXZZZ,YYZXZX,XQQXXX,XZZYXX,YZYZYQ,YZYQYQ,XQZYYQ,YZQYXQ,YZXXQZ,YYYYXQ,B
QYXXXX,ZYZZXX,QYZZZZ,XQXZYZ,XQXQXQ,YYZYZX,QYYQZX,XXZXXX,QQYZYY,QQZYZZ,C
QYQYYQ,YQZXZY,QYQXQX,ZXZXQX,ZZZZYQ,YZYXYZ,YYXQXY,QYZYYY,ZYXQXQ,ZZYQYZ,B
ZZQQYX,ZYXXZY,XQYZZX,XXZXZX,XQZZYQ,QXXZZX,QQYXQZ,ZXYXQZ,XQYQZY,ZYYQXX,B
YYQZXQ,ZYXQXQ,QYXZZX,QYQYYZ,XXZYYQ,QXQYQX,ZZYQQY,QYXQXX,XZYQZZ,ZXQXXQ,A
ZYXZXZ,XYXXQX,ZXZXXX,ZZYZZX,XZYZYQ,ZXZZXY,QQYYYX,QYQZXQ,QXQYXX,QXZXXQ,B
ZXYZYX,QZXZXX,YYYZXZ,YQQQXQ,QQYQYY,QYXXXZ,YZZYZX,YZYQYQ,QQXQXX,ZXXXZZ,C
XQQZXQ,ZZYZYY,XYQYQY,ZYZXQY,QYYYYY,QYYZYQ,QXXQYX,YZZXXZ,YXQYYY,XXZYYQ,C
QYYYYX,QZYQXX,QYYXQZ,XXZZYY,YZYYYQ,QXYXZY,XYXXXQ,ZQXQQY,XYXZXQ,YYZZYQ,A
XXXXZX,XXZYXX,XXQXZX,XXZYZZ,XYYZYQ,ZXZZXQ,QQYYYZ,QXQYXQ,QXQYXX,YXXZXQ,B
YQXYYX,XYYXYQ,YXQQXY,YXXYYX,XQYXZZ,XXQYXQ,XQYXQX,XZXXXX,QZYXYX,XXZZXX,C
XZXZYY,XZZXXX,ZZZXQX,YYZXZZ,XQZZYQ,YQXXZZ,XQQYXQ,YXQYZY,XXYZXQ,YXQYZY,B
QXXXZY,QXQXQZ,ZXXZZZ,XXQYYZ,ZXXQYZ,YZYYYQ,XYXQYY,XXYZXX,XYZXXQ,QZQQYQ,C
XXXYZY,QYYXZY,QQXXXY,XXXQXX,XZYXYY,XXXQXY,QYYXXY,XZYYQZ,YXZYXY,XXXXYQ,C
ZQXZXQ,QXQQQQ,QQZYQZ,YQZYXZ,XQXQYY,QQZYZZ,QXQQYQ,QXQZQZ,ZYQQQQ,QZXZYQ,C
ZZXQYX,XYYXQY,ZYQXZQ,XQQYYX,ZQXQQQ,YQXZYY,XQZYZX,XZXQXZ,ZZYZZZ,ZYZXZZ,C
XYYZXX,XZYQQZ,XQXYZY,YYYXQQ,ZYQXXQ,QYXXXY,XQZXXQ,ZXZYXZ,ZXXYXQ,QYXXXY,C
YYQQYY,YXXXXZ,ZYYYYX,QXQQYX,QYZYZY,QXYYQQ,ZZYZZY,XQQQXZ,ZYQYQQ,YXQYQQ,A
XZXQYX,QZZZQZ,XQXQXX,XXXQYZ,YXQQQQ,QXQYQX,YXYZQX,QYZZZX,QXXYQQ,QYYQQQ,A
YYZQXQ,QZZXZZ,XXQXQZ,ZZXXZZ,ZZYZYQ,XQZZZX,ZXXZZY,QQYZYY,YZXXQQ,YQYYQX,B
ZYQYYQ,QQZQXQ,YYQYYZ,ZQQQYQ,ZXZYXZ,ZYZYXZ,XZXQYZ,XQQZXQ,ZZYYZY,ZXZQXQ,C
QXYXYY,ZZZXQZ,QYXQZZ,XQXYXZ,XYYZYQ,QXQYQY,QZYZYQ,XYYQQY,ZXYXXQ,ZXYXQQ,B
XXYYXY,YYQYYY,XYZYXX,QYZQQZ,ZYYYYY,QXYYQX,XYZYZY,ZYXXZY,YXQQYY,QZXYXY,A
YXQXYZ,QQQQXY,YYZXZX,XYQZXY,XXQQQY,YQXQQX,YQQQZZ,XQZYQQ,YQQXYQ,YQYQXZ,C
QYZYYY,XXXQXQ,ZXYZZZ,XQQXZX,XYZZXQ,QQYZYZ,ZXQQQQ,YZYZXQ,YYZXQQ,XQZXQY,C
YZZXQY,ZZXQXQ,YYZYXY,QZZXXX,XXXXZX,XYXQZZ,YXQYQQ,YZXYQY,XYYXQY,YXZZXZ,C
ZZZXQY,XQYYQQ,ZYZZXX,QQQQZX,XZZZXQ,ZZQZYX,ZZXZXZ,ZZZXZY,QQYYQQ,QQYZXQ,C
XXZYQZ,XZYZXQ,ZYYYZQ,ZZQZZX,ZZXQQQ,XXZYYQ,ZYQXXZ,XZZXYZ,ZXZYQZ,ZYZZZY,C
XXQQYQ,YXYYYZ,XXZZXQ,YYXQXQ,YYQZYQ,QXQQQX,QZXQYQ,ZYZXXY,YQYQYQ,ZYQQZY,A
ZZXYXQ,XYZZXX,XZXYXZ,ZZXZXZ,XQYYQZ,XXZXQZ,YQYYXX,ZZZYQZ,YYQYZY,QYQZXX,C
QXXXXX,YYXYXQ,ZZYZXX,XXXZXX,XZXZYQ,QZYYZX,ZYXQZY,QZYYXX,ZZYQYY,ZZZZQY,B
QQQYXQ,QYQXXX,XZYYQX,ZZXXZZ,YQYQYQ,QXYYQY,QYQYQY,QZXZZZ,YYXZYQ,ZYXXQX,A
YYYYYY,YYYYXY,QZXQQQ,ZYXQQX,QQZYQQ,ZQZZXQ,XYQXXX,ZYQZXQ,ZXXQQX,QXZXQY,C
XQZQQY,YYQQYX,YYQYZZ,YYQXZX,QXXXZX,XZZYZZ,YXZXXZ,XXZZYZ,XQXQYZ,ZZXZXQ,C
ZYZZYQ,ZZQQQX,YYYZYY,XXXZYY,YQQQZZ,YYXYYX,YYZYXQ,ZXYXYQ,YQYQYX,XZYYYY,C
ZZYYQY,YZZXZY,XZYXZX,XZZXQQ,QXQYZQ,QXQYQX,QYQZZY,QQZZXX,ZZYQZZ,ZZQZYQ,A
XQYXYQ,XZYYXY,ZZYQQQ,YZZYQQ,YYQQXZ,QXQYZZ,YQXZZX,QQYQQZ,ZZZYQQ,ZXQXYZ,C
QZXQQY,YQYQQQ,ZYYYQX,QQYZQQ,QYQXQQ,YZYQQY,QXQQYX,QZQYXY,YQYXQX,QQXXXQ,C
XYZYYX,QZXZYX,YYZYXY,YYYYYX,ZYYYZY,XYYZYX,ZYYYXY,YYYXYX,YXQYXX,ZXQYXY,C
YQZXQQ,ZXQZXX,YQYQYZ,XQZQYQ,YYQQYQ,QXQZQX,ZZXQZX,QZZXQZ,ZZZQQX,ZYZXZX,A
ZZYYQY,YZZXZY,XZZXZX,XZZXQQ,QZQYXQ,QXQYQX,QYQZYY,QQZZXQ,XZZYQZ,ZZZQXY,A
ZZQXZX,XZZZYQ,ZZZYZZ,YXZZZZ,YXZQXQ,QQZYXZ,YYXQZX,QQZZXQ,QXXZXZ,XXXQZY,C
QZZXZX,YXXZQX,QZQXZX,ZZQXZX,ZZQZYQ,QXZYQZ,XZZQZZ,QYYQQZ,QZZQZZ,YYQQYY,B
XQQXXZ,YXQQXX,XXQQXX,XXQQXX,XXZZYQ,YYQYXX,XXQXQY,XXZYQQ,ZYYYQQ,ZXQYZX,B
ZZXQQX,QZQYQY,YQYZXX,XQXQZX,QYZYQZ,YQZXZY,XXQZXQ,QQQYYQ,QXQYQQ,YQZXYY,C
QZZZXZ,YYYXQY,ZZXZYZ,ZXXZXZ,XZZXYQ,QXQYXX,ZXZQQQ,ZZQYXQ,XXZXZY,QQYYYY,B
ZQXQQZ,YZZYZY,ZYZZXZ,ZZYQZX,ZXQZYQ,QXQYQY,YYYZZZ,YQQYQQ,YQYQQQ,QYQYQQ,A
ZZZXQQ,YZZZQX,ZXQXQY,ZZZYXZ,XZYXQQ,QXYYXQ,YZZZZZ,XXZZXQ,ZZZXQQ,ZYXZZX,A
XXYXXX,ZXQXYQ,ZXQYYZ,QXQYYY,XXQXZZ,QXQYZY,XXYYYQ,YQYYQZ,XQXQZX,YXQXZQ,C
QXQYXQ,ZYQQZZ,XYYXXZ,YXYYYQ,QYYQZY,ZXQZZY,QZXZXX,XYXXZY,QXQZXX,XQZZYY,C
ZZZZYZ,QYYQXQ,XXQQYX,YXYYQZ,ZYQYZX,QXYYQX,QYYXXY,ZXXXXX,XXQXZY,YXZYXX,A
XZXZXX,ZZZXXZ,ZZZXZX,ZXZXXX,ZXXXZX,XXXZXZ,XZZXZX,XZXZXX,ZXXXZZ,XZXZXX,C
QQYZYQ,ZXZYZZ,XYQXQQ,ZYYXQQ,ZXZZYQ,QXYYQZ,QZZZZX,YYYYXZ,ZZXXXQ,QQZYZY,A
